geometry,line,name,url,1,2,3,4,5,6,6 Express,7,7 Express,@,A,B,C,D,E,F,G,J,L,M,N,Q,R,S,Z
POINT (-73.89618000153308 40.81611833237316),6,1030 Longwood Avenue (To Pelham Bay Pk Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95561100089436 40.77972533285194),4-5-6-6 Express,125 East 86 Street (Downtown Only),http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87284699944519 40.68358633323693),J-Z,3327 Fulton Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.92116800075061 40.86796533212588),A,4941 Broadway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86737744464142 40.85641511143711),2-5,700 Pelham Parkway South,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.84507999728919 40.6801223334983),A-S,93-18 Liberty Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.9503499980701 40.65614933330515),2-5,692 Parkside Avenue (To Flatbush Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94864900075727 40.64074533444978),2-5,1842 Nostrand Avenue (To Flatbush Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.76159667166301 40.59954129976899),A,25-04 Brookhaven Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.97949100103148 40.66567733287602),F,902 8 Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.86620399824056 40.69135233221147),J-Z,75-06 Jamaica Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.90465932569749 40.69609050548213),L,9-91 Wyckoff Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.94974897852551 40.68054202712837),A-C,1289 Fulton Street (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89025400151733 40.74637633345293),7-E-F-M-R,40-15 75 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
POINT (-73.91895100201356 40.8076073345361),6,250 Brook Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.99494800092094 40.63639333154578),D,4910 New Utrecht Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9989360003478 40.61876833462848),D,7102 16 Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95794666386148 40.70871520466576),J-M-Z,170 Marcy Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
POINT (-74.00191899881433 40.74093833261847),A-C-E-L,103 8 Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False
POINT (-73.96462888538127 40.68324343549189),A-C,957 Fulton Street (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89038600125902 40.67250133276612),A-C,2222 Pitkin Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93847099895672 40.74870533405601),E-M-R,42-01 28 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.9136679987889 40.67827933489621),A-C,2084 Fulton Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89173000024194 40.67775633378299),J-Z,104 Van Siclen Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.97738200011247 40.75164733324878),4-5-6-6 Express-7-7 Express-S,101 East 41 Street,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.9878905453964 40.71883643398933),F-J-M-Z,116 Delancey Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
POINT (-73.98793491402157 40.750879655203),B-D-F-M-N-Q-R,1331 Broadway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False
POINT (-73.9773402282988 40.63041836263885),F,956 Mc Donald Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97608700109079 40.75170133258575),4-5-6-6 Express-7-7 Express-S,107 East 42 Street,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.97406799983081 40.75955633321037),E-M,28 East 53 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
POINT (-74.0066639981552 40.70920033360579),2-3-4-5-A-C-J-Z,128 William Street,http://www.mta.info/nyct/service/,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.96351254183406 40.64940044181399),B-Q,1713 Church Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.91138160414198 40.74433028093164),7,53-02 Roosevelt Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.96147689037281 40.62993006773505),B-Q,1518 Avenue H,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.99917800078191 40.61919733357021),D,1551 71 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88571000042222 40.67969833289972),J,214 Cleveland Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.83825706369385 40.71857406952072),E-F,111-37 75 Avenue (To Jamaica Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
POINT (-73.94925085958684 40.65051870059541),2-5,3000 Church Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95757699758609 40.71785633390589),L,183 Bedford Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.95085799853584 40.72366133309165),G,623 Manhattan Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.94057800035323 40.71213033466294),L,95 Bushwick Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.97839599921824 40.75221833461827),4-5-6-6 Express-7-7 Express-S,43 East 41 Street,http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.98637836775382 40.76231192363296),A-C-E,815 8 Avenue (Downtown Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
POINT (-73.98798744165815 40.75062309189364),B-D-F-M-N-Q-R,441 7 Avenue (Corner Of Broadway And W 35 St),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False
POINT (-73.98687499839882 40.75574733260382),1-2-3-7-7 Express-S-A-C-E-N-Q-R,7 Times Square,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False
POINT (-73.99972781604956 40.7330668675019),A-C-E-B-D-F-M,378 6 Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False
POINT (-73.8073850000893 40.70054133354553),E-J-Z,93-01 Sutphin Boulevard,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
POINT (-73.95005856270492 40.70558219745896),G,1 Boerum Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.91130160433866 40.74462428113708),7,41-31 53 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88400200050775 40.74745733382506),7,81-20 Roosevelt Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.99081999920062 40.75007733143072),1-2-3,401 7 Avenue,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9804247905855 40.60533892568755),N,275 Kings Highway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
POINT (-73.95786899948934 40.70823133485218),J-M-Z,302 Broadway (To Queens And Canarsie Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
POINT (-73.97327999944173 40.68607833348161),A-C,1 Greene Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98751302340989 40.69239988316971),A-C-F,368 Jay Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.85263391596403 40.67963411234011),A-S,105-02 86 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.95437099980298 40.70707433234818),J-M,394 Broadway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.78246100116253 40.71282733405823),F,88-01 180 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.94972099986038 40.65066333273202),2-5,2848 Church Avenue (To Flatbush Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.85039198723305 40.67973993397663),A-S,88-04 Liberty Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.8244029993191 40.68602833335291),A-S,118-16 Liberty Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
POINT (-73.89419699964245 40.66460033199698),3-4,624 Livonia Avenue,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88335199766456 40.66647233299098),3-4,632 Ashford Street,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98703999940777 40.73967433213274),4-6-6 Express,47 East 22 Street (Downtown Only),http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86964799787232 40.74928233396145),7-7 Express,38-10 Junction Boulevard,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89071276296231 40.74680016874329),7-E-F-M-R,40-02 75 Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
POINT (-73.83005548760832 40.71363928846928),E-F,9 Kew Gardens Road,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
POINT (-73.91262199952348 40.7557953319012),E-M-R,48-02 Broadway (To Jamaica Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.8691700000405 40.74905733409315),7-7 Express,40-01 Junction Boulevard,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98767191771799 40.74959568318319),B-D-F-M-N-Q-R,1282 Broadway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False
POINT (-73.97496600132918 40.68094333446013),2-3-4,469 Bergen Street (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9838759989991 40.76060533401482),N-Q-R,742 7 Avenue (Downtown Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
POINT (-73.91064750558407 40.69946850977898),L-M,54-00 Myrtle Avenue,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
POINT (-73.94109549522655 40.67976973746395),A-C,1492 Fulton Street (To Queens Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98257600173673 40.74582133324491),4-6-6 Express,52 East 32 Street (Downtown Only),http://www.mta.info/nyct/service/,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95839699972939 40.81514933403753),1,3180 Broadway,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-74.00681399932654 40.70904633336788),2-3-4-5-A-C-J-Z,69 John Street,http://www.mta.info/nyct/service/,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.9645369989862 40.64425733321383),B-Q,1512 Beverly Road,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.90993799836245 40.68238833420657),J-Z,1772 Broadway,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
POINT (-73.91072300016843 40.678420333711),A-C,2059 Fulton Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92108399848057 40.75661433185687),E-M-R,34-02 Steinway Street,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
POINT (-73.972769000658 40.68579233243041),A-C,Oxford St & Fulton Ave At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94738940927256 40.63276214063685),2-5,Nostrand Ave & Flatbush Ave At Ne Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94781900155724 40.63326933523012),2-5,Nostrand Ave & Flatbush Ave At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94749899876723 40.63246533340782),2-5,Nostrand Ave & Flatbush Ave At Se Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94857999762507 40.639881332625),2-5,Nostrand Ave & Newkirk Ave At Sw Corner (To Flatbush Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94972900147569 40.65105033390742),2-5,Nostrand Ave & Church Ave At Nw Corner (To Flatbush Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95104899998172 40.66327933394842),2-5,Nostrand Ave & Sterling St At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95083400072066 40.66817033256473),2-5,Nostrand Ave & President St At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95067000101196 40.66981633284575),3-4,Nostrand Ave & Eastern Pkwy At Sw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94234699920897 40.66937133331964),3-4,Kingston Ave & Eastern Pkwy At Sw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94207299834666 40.66935933265661),3-4,Kingston Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93378900106408 40.66881333251768),3-4,Schenectady Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93135600033089 40.66870433303468),3-4,Utica Ave & Eastern Pkwy At Sw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93137199986847 40.6689133334026),3-4,Utica Ave & Eastern Pkwy At Nw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93118704262383 40.66890321280809),3-4,Utica Ave & Eastern Pkwy At Nw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9279029458893 40.69299540765309),J,Patchen Ave & Broadway At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.92814326380166 40.69280291851368),J,Patchen Ave & Broadway At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
POINT (-73.95025995937118 40.69968456491138),G,Union Ave & Flushing Ave At Sw Corner (To Downtown Brooklyn Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.95430100044805 40.70727133426146),J-M,Hooper St & Broadway At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.95243099996533 40.70641833230997),J-M,Hewes St & Broadway At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.9517500008814 40.71376833348241),G-L,Union Ave & Metropolitan Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
POINT (-73.95171900019918 40.71392933371935),G-L,Union Ave & Metropolitan Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
POINT (-73.94826800098589 40.70419533320091),J-M,Moore St & Broadway At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.94812699958229 40.70439733368138),J-M,Moore St & Broadway At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.94654699826157 40.70351533275654),J-M,Lorimer St & Broadway At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.94168099923095 40.70084433238409),J-M,Flushing Ave & Broadway At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
POINT (-73.95438500013982 40.73007833317049),G,Manhattan Ave & Greenpoint Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.95164800116704 40.72555633329307),G,Manhattan Ave & Norman Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
POINT (-73.94449799771087 40.714425334475),L,Graham Ave & Metropolitan Ave At Nw Corner (To Canarsie Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.94456099908396 40.71461633414972),L,Graham Ave & Metropolitan Ave At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.94005000079819 40.7077403330804),L,Montrose Ave & Bushwick Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.94075899707055 40.71182633302375),L,Grand St & Bushwick Ave At Nw Corner (To Canarsie Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.94043000108499 40.71190433372753),L,Grand St & Bushwick Ave At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92636399890755 40.69806333250634),M,Myrtle Ave & Cedar St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
POINT (-73.93167600027209 40.7063063336517),L,Morgan Ave & Harrison Pl At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.93173899831964 40.70646033344432),L,Morgan Ave & Harrison Pl At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
POINT (-73.92309299735516 40.66491533241282),3-4,Rutland Rd & E. 98th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91554899978961 40.66140733265271),3-4,Saratoga Ave & Livonia Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91531399894956 40.66152633181361),3-4,Saratoga Ave & Livonia Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90877300100111 40.66243833226847),3-4,Rockaway Ave & Livonia Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9028120003089 40.66331533432275),3-4,Powell St & Livonia Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90247499902411 40.66339833443063),3-4,Powell St & Livonia Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9218702669548 40.6791638588344),A-C,Ralph Ave & Mac Dougal St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92144199892608 40.67898433374533),A-C,Ralph Ave & Fulton St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.910970998439 40.67846033435985),A-C,Rockaway Ave & Fulton St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92142400035645 40.68930033373271),J-Z,Palmetto St & Broadway At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
