geometry,line,name,url,1,2,3,4,5,6,6 Express,7,7 Express,@,A,B,C,D,E,F,G,J,L,M,N,Q,R,S,Z
POINT (-73.99295900022814 40.66510733465444),D-N-R,4th Ave & Prospect Ave At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
POINT (-73.9973215521976 40.67461613827423),F-G,Smith St & 9th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
POINT (-73.978201999085 40.63542433364413),F,Mcdonald Ave & Ditmas Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97816999949566 40.63699633329025),F,Mcdonald Ave & Cortelyou Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97954500044942 40.64263133179727),F,Mcdonald Ave & Church Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97999800135761 40.64494233376338),F,Mcdonald Ave & Albemarle Rd At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97609299926442 40.65180433292067),F,Prospect Ave & Greenwood Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97591300043653 40.65260833181519),F,Prospect Ave & Reeve Pl At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97968334812433 40.66015190711985),F,Prospect Park West & 16th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97996199922014 40.65944733298147),F,Howard Pl & Windsor Pl At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97899199897525 40.66076333389714),F,Prospect Park West & Prospect Park Southwest At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.9796719982098 40.66143033341397),F,Prospect Park West & 14th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.96192730762745 40.65414201773452),B-Q,Ocean Ave & Woodruff Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
POINT (-73.98876500208304 40.67054533346724),D-F-G-N-R,4th Ave & 9th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False
POINT (-73.98846000074828 40.67040733404496),D-F-G-N-R,4th Ave & 9th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False
POINT (-73.98145399922171 40.66667233290047),F,7th Ave & 9th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97901400108114 40.66549233418463),F,8th Ave & 9th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
POINT (-73.97429400101971 40.68606733286539),A-C,Portland Ave & Fulton Ave At Se Corner (To Queens Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.97436200120227 40.68647333212076),A-C,Portland Ave & Fulton Ave At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.97343099983775 40.68572933158951),A-C,Oxford St & Fulton Ave At Sw Corner (To Queens Only),http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93440799829071 40.85855233394946),A,Fort Washington Ave & Margaret Corbin Dr At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92510999958967 40.86118333315202),1,Hillside Ave & Nagle Ave At Sw Corner,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92507800142492 40.86118733379342),1,Hillside Ave & Nagle Ave At Sw Corner,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92727899789666 40.86524833234714),A,Broadway & Dyckman St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92741099997662 40.86529633243568),A,Broadway & Dyckman St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92698999829618 40.8654343344265),A,Broadway & Dyckman St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92141999933176 40.8677993318487),A,Broadway & 207th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92097399818871 40.86763233420843),A,Broadway & 207th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91893799846203 40.86425733483649),1,10th Ave & 207th St At Se Corner (Uptown Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91889999967646 40.86470033259008),1,10th Ave & 207th St At Nw Corner (Downtown Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91961099879694 40.86828833235758),A,Broadway & Isham St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91548800059212 40.86939133240379),1,10th Ave & 215th St At Sw Corner (Downtown Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91523000013198 40.86930933442861),1,10th Ave & 215th St At Se Corner (Uptown Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9149539975582 40.86972933343159),1,10th Ave & 215th St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91054200098311 40.87445433291213),1,Broadway & 225th St At Nw Corner (Downtown Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9050239999337 40.87877533423747),1,Broadway & 231st St At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90482099794727 40.87869433217843),1,Broadway & 231st St At Se Corner (To Van Cortlandt Pk Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90475100049647 40.87916833254383),1,Broadway & 231st St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90091699890316 40.88483533244738),1,Broadway & 238th St At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90045699942358 40.88519133190926),1,Broadway & 238th St At Se Corner (To Van Cortlandt Pk Only),http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89824699945511 40.89015733331891),1,Broadway & 242nd St At Nw Corner,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89778099843389 40.88997333494025),1,Broadway & 242nd St At Ne Corner,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.94395261961846 40.74737296525846),E-G-M,Hunter St & 44th Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
POINT (-73.94713042067924 40.74818629217324),E-G-M,21st St & 44th Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
POINT (-73.94534121866404 40.74624149750908),7-7 Express,23rd St & 45th Rd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.98207866209414 40.77322975137946),1-2,Broadway & 66th St At Se Corner,http://www.mta.info/nyct/service/,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9817353523898 40.77884767167458),1-2-3,Broadway & 72nd St At Ne Corner,http://www.mta.info/nyct/service/,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95555269428722 40.77935592661296),4-5-6-6 Express,Lexington Ave & 86th St At Se Corner (Uptown Only),http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.95535155725098 40.77949593729173),4-5-6-6 Express,Lexington Ave & 86th St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93737685367361 40.85314110695519),A,Fort Washington Ave & 185th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.93265194616743 40.85646629863788),1,Broadway & 190th St At Ne Corner,http://www.mta.info/nyct/service/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92698400160158 40.81070033222893),6-6 Express,Lincoln Ave & 138th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92673900037882 40.81085233378408),6-6 Express,3rd Ave & 138th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92538499773866 40.81003233182601),6-6 Express,Alexander Ave & 138th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92537200075152 40.8102803322526),6-6 Express,Alexander Ave & 138th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92762800152943 40.81832033246587),2-4-5,Grand Concourse & 149th St At Sw Corner,http://www.mta.info/nyct/service/,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92758999933029 40.81839133348431),2-4-5,Grand Concourse & 149th St At Sw Corner,http://www.mta.info/nyct/service/,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92710100117941 40.81840533354332),2-4-5,Grand Conccourse & 149th St At Se Corner,http://www.mta.info/nyct/service/,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92619999943192 40.82754533407531),4-B-D,River Ave & 161st St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92617000199589 40.82778633404833),4-B-D,River Ave & 161st St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92583899839582 40.82774033408812),4-B-D,River Ave & 161st St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92604200036426 40.82796333251314),4-B-D,River Ave & 161st St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92556098030582 40.82812986048972),4-B-D,River Ave & 161st St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91923200026538 40.8074293323718),6,Brook Ave & 138th St At Se Corner (To Pelham Bay Pk Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91419499945327 40.80534333367584),6,Cypress Ave & 138th St At Sw Corner (To Pelham Bay Pk Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9136279981235 40.80530433368617),6,Cypress Ave & 138th St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9138479976539 40.80539333333165),6,Cypress Ave & 138th St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91772700126427 40.81586033174003),2-5,3rd Ave & 149th St At Se Corner (Northbound Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91789099931842 40.81625333375622),2-5,Melrose Ave & 149th St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92416800172508 40.82735533357496),4-B-D,Walton Ave & 161st St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92409299892361 40.8275103330275),4-B-D,Walton Ave & 161st St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90806499762829 40.80817933348487),6,Southern Blvd & St Mary's St At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90800199978732 40.80832233253988),6,Southern Blvd & St Mary's St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90761799939597 40.80834033327523),6,Southern Blvd & St Mary's St At Ne Corner (To Pelham Bay Pk Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90420699854954 40.811848334412),6,Southern Blvd & 149th St At Se Corner (To Pelham Bay Pk Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92631599080482 40.82767121782805),4-B-D,River Ave & 161st St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92636250698298 40.82758845350746),4-B-D,River Ave & 161st St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.76217459665658 40.59944090391026),A,Beach 25th St & Rockaway Frwy At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90380599916577 40.81237233224166),6,Southern Blvd & 149th St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90783599887972 40.81634933201338),2-5,Jackson Ave & 152nd St At Ne Corner (Northbound Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90782500057603 40.81662933343579),2-5,Jackson Ave & Westchester Ave At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90198699933664 40.81963433272637),2-5,Westchester & 160th St At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90140499920474 40.81956033346906),2-5,Prospect Ave & Longwood Ave At Ne Corner (Northbound Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90167999798159 40.81990233280321),2-5,Prospect Ave & 160th St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89648600036834 40.81632733299831),6,Southern Blvd & Longwood Ave At Sw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89299849055101 40.82389453995468),2-5,Westchester Ave & Simpson St At Sw Corner (Northbound Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89311400091373 40.82417733431918),2-5,Westchester Ave & Simpson St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89271499862271 40.82440233211005),2-5,Westchester Ave & Simpson St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89157499916625 40.82064133283881),6-6 Express,Hunts Point Ave & 163rd St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89039799828464 40.82079433296998),6-6 Express,Hunts Point Ave & 163rd St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88627499939356 40.82742333475684),6,Whitlock Ave & Westchester Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87923799735968 40.82847333232799),6,Elder Ave & Westchester Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87910899935268 40.82873333407745),6,Elder Ave & Westchester Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92140400162083 40.83586533388409),4,River Ave & 167th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.92111799989196 40.83577133312077),4,River Ave & 167th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9188219996783 40.83291233252658),B-D,Grand Concourse & Mcclellan St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91939900157499 40.83311133321477),B-D,Grand Concourse & Mcclellan St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91756199955027 40.83428633350906),B-D,Grand Concourse & 167th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91783800130969 40.83478833305914),B-D,Grand Concourse & 167th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91799300086431 40.84001433195344),4,Jerome Ave & 170th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91777799897798 40.83992533344878),4,Jerome Ave & 170th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91416499712362 40.83866433341306),B-D,Grand Concourse & 170th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9136059997319 40.83844433399977),B-D,Grand Concourse & 170th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91333299797185 40.84009733435799),B-D,Grand Concourse & 171st St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91464700051345 40.84470033430654),4,Jerome Ave & Cross Bronx Expwy At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91160600062075 40.8448543333154),B-D,Grand Concourse & 174th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91128399972314 40.84487733316868),B-D,Grand Concourse & 174th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91208000179783 40.84832233403299),4,Jerome Ave & 176th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.91158400130523 40.84854633392108),4,Jerome Ave & 176th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9091439988344 40.84629733288411),B-D,Grand Concourse & 175th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89202000073976 40.83035133487228),2-5,Southern Blvd & Freeman St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.907976998709 40.85331333358525),4,Jerome Ave & Burnside Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90595299881589 40.84995733453867),B-D,Grand Concourse & Echo Pl At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90585999869506 40.85006233416613),B-D,Grand Concourse & Echo Pl At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90500999729419 40.85112133226379),B-D,Grand Concourse & 179th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90433499982774 40.85112833286917),B-D,Grand Concourse & 179th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90739300088468 40.85359633398274),4,Jerome Ave & Burnside Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90056799897569 40.85594133302193),B-D,Grand Concourse & 182nd St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90100199928096 40.85621733499934),B-D,Grand Concourse & 182nd St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.9040869978557 40.85835533257774),4,Jerome Ave & 183rd St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90398500088287 40.85849533199247),4,Jerome Ave & 183rd St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89802800064979 40.86141133237626),B-D,Grand Concourse & 188th St At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
